Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 14326,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-04-2018 11:37,Variant 1,1,complete,EMPLOYEE,st_step 14339_0,Variant 1,1,Fluxicon Disco,travel permit number 14319,organizational unit 65455,317.7600105,travel permit 14318,317.7600105,project 14320,317.7600105,UNKNOWN,declaration number 14327,3272.809097,travel permit number 14319,declaration 14326,budget 146883,budget 6198,317.7600105,task 427,travel permit 14318,No
declaration 14326,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-04-2018 11:41,Variant 1,1,complete,ADMINISTRATION,st_step 14340_0,Variant 1,1,Fluxicon Disco,travel permit number 14319,organizational unit 65455,317.7600105,travel permit 14318,317.7600105,project 14320,317.7600105,UNKNOWN,declaration number 14327,3272.809097,travel permit number 14319,declaration 14326,budget 146883,budget 6198,317.7600105,task 427,travel permit 14318,No
declaration 31326,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,15-02-2018 15:51,Variant 1,1,complete,EMPLOYEE,st_step 31332_0,Variant 1,1,Fluxicon Disco,travel permit number 31324,organizational unit 65458,387.0276624,travel permit 31323,387.0276624,project 31325,387.0276624,UNKNOWN,declaration number 31327,571.6138875,travel permit number 31324,declaration 31326,budget 145415,budget 922,387.0276624,task 427,travel permit 31323,No
declaration 31326,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,15-02-2018 15:57,Variant 1,1,complete,ADMINISTRATION,st_step 31333_0,Variant 1,1,Fluxicon Disco,travel permit number 31324,organizational unit 65458,387.0276624,travel permit 31323,387.0276624,project 31325,387.0276624,UNKNOWN,declaration number 31327,571.6138875,travel permit number 31324,declaration 31326,budget 145415,budget 922,387.0276624,task 427,travel permit 31323,No
declaration 61978,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,15-07-2018 13:10,Variant 1,1,complete,EMPLOYEE,st_step 61986_0,Variant 1,1,Fluxicon Disco,travel permit number 61977,organizational unit 65458,822.9990498,travel permit 61976,822.9990498,UNKNOWN,822.9990498,UNKNOWN,declaration number 61979,677.3727215,travel permit number 61977,declaration 61978,budget 146681,budget 635,822.9990498,UNKNOWN,travel permit 61976,No
declaration 61978,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,15-07-2018 13:17,Variant 1,1,complete,ADMINISTRATION,st_step 61984_0,Variant 1,1,Fluxicon Disco,travel permit number 61977,organizational unit 65458,822.9990498,travel permit 61976,822.9990498,UNKNOWN,822.9990498,UNKNOWN,declaration number 61979,677.3727215,travel permit number 61977,declaration 61978,budget 146681,budget 635,822.9990498,UNKNOWN,travel permit 61976,No
declaration 42054,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,13-02-2018 10:03,Variant 1,1,complete,EMPLOYEE,st_step 42062_0,Variant 1,1,Fluxicon Disco,travel permit number 42053,organizational unit 65460,1499.192275,travel permit 42052,1499.192275,project 2572,1499.192275,UNKNOWN,declaration number 42055,980.2694991,travel permit number 42053,declaration 42054,budget 145014,budget 994,1499.192275,task 427,travel permit 42052,No
declaration 42054,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,16-02-2018 17:00,Variant 1,1,complete,ADMINISTRATION,st_step 42061_0,Variant 1,1,Fluxicon Disco,travel permit number 42053,organizational unit 65460,1499.192275,travel permit 42052,1499.192275,project 2572,1499.192275,UNKNOWN,declaration number 42055,980.2694991,travel permit number 42053,declaration 42054,budget 145014,budget 994,1499.192275,task 427,travel permit 42052,No
declaration 22439,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,19-04-2018 08:43,Variant 1,1,complete,EMPLOYEE,st_step 22445_0,Variant 1,1,Fluxicon Disco,travel permit number 22438,organizational unit 65456,1194.474431,travel permit 22437,1194.474431,project 723,1194.474431,UNKNOWN,declaration number 22440,2359.063591,travel permit number 22438,declaration 22439,budget 146425,budget 722,1194.474431,task 427,travel permit 22437,No
declaration 22439,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-04-2018 08:51,Variant 1,1,complete,ADMINISTRATION,st_step 22446_0,Variant 1,1,Fluxicon Disco,travel permit number 22438,organizational unit 65456,1194.474431,travel permit 22437,1194.474431,project 723,1194.474431,UNKNOWN,declaration number 22440,2359.063591,travel permit number 22438,declaration 22439,budget 146425,budget 722,1194.474431,task 427,travel permit 22437,No
declaration 4734,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-02-2018 09:00,Variant 1,1,complete,EMPLOYEE,st_step 4740_0,Variant 1,1,Fluxicon Disco,travel permit number 4731,organizational unit 65464,136.1182533,travel permit 4730,136.1182533,UNKNOWN,136.1182533,activity 4733,declaration number 4735,166.9273354,travel permit number 4731,declaration 4734,budget 145015,budget 4732,136.1182533,UNKNOWN,travel permit 4730,No
declaration 4734,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-02-2018 09:13,Variant 1,1,complete,ADMINISTRATION,st_step 4741_0,Variant 1,1,Fluxicon Disco,travel permit number 4731,organizational unit 65464,136.1182533,travel permit 4730,136.1182533,UNKNOWN,136.1182533,activity 4733,declaration number 4735,166.9273354,travel permit number 4731,declaration 4734,budget 145015,budget 4732,136.1182533,UNKNOWN,travel permit 4730,No
declaration 146207,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,28-01-2018 11:00,Variant 1,1,complete,EMPLOYEE,st_step 146211_0,Variant 1,1,Fluxicon Disco,travel permit number 146209,,1012.171907,travel permit 146210,1012.171907,,1012.171907,,declaration number 146208,,,declaration 146207,budget 145294,,1012.171907,,,No
declaration 146207,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,28-01-2018 11:04,Variant 1,1,complete,ADMINISTRATION,st_step 146212_0,Variant 1,1,Fluxicon Disco,travel permit number 146209,,1012.171907,travel permit 146210,1012.171907,,1012.171907,,declaration number 146208,,,declaration 146207,budget 145294,,1012.171907,,,No
declaration 145307,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,28-01-2018 15:26,Variant 1,1,complete,EMPLOYEE,st_step 145314_0,Variant 1,1,Fluxicon Disco,travel permit number 145309,,1637.310361,travel permit 145310,1637.310361,,1637.310361,,declaration number 145308,,,declaration 145307,budget 145213,,1637.310361,,,No
declaration 145307,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,28-01-2018 15:41,Variant 1,1,complete,ADMINISTRATION,st_step 145311_0,Variant 1,1,Fluxicon Disco,travel permit number 145309,,1637.310361,travel permit 145310,1637.310361,,1637.310361,,declaration number 145308,,,declaration 145307,budget 145213,,1637.310361,,,No
declaration 66450,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-05-2018 23:45,Variant 1,1,complete,EMPLOYEE,st_step 66458_0,Variant 1,1,Fluxicon Disco,travel permit number 66448,organizational unit 65459,2875.650266,travel permit 66447,2875.650266,UNKNOWN,2875.650266,activity 66449,declaration number 66451,3043.615029,travel permit number 66448,declaration 66450,budget 145759,budget 774,2875.650266,UNKNOWN,travel permit 66447,No
declaration 66450,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,03-05-2018 00:03,Variant 1,1,complete,ADMINISTRATION,st_step 66459_0,Variant 1,1,Fluxicon Disco,travel permit number 66448,organizational unit 65459,2875.650266,travel permit 66447,2875.650266,UNKNOWN,2875.650266,activity 66449,declaration number 66451,3043.615029,travel permit number 66448,declaration 66450,budget 145759,budget 774,2875.650266,UNKNOWN,travel permit 66447,No
declaration 1231,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,17-02-2018 16:09,Variant 1,1,complete,EMPLOYEE,st_step 1237_0,Variant 1,1,Fluxicon Disco,travel permit number 1229,organizational unit 65456,959.1190521,travel permit 1228,959.1190521,project 1230,959.1190521,UNKNOWN,declaration number 1232,1073.093364,travel permit number 1229,declaration 1231,budget 145133,budget 980,959.1190521,task 427,travel permit 1228,No
declaration 1231,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,17-02-2018 16:10,Variant 1,1,complete,ADMINISTRATION,st_step 1236_0,Variant 1,1,Fluxicon Disco,travel permit number 1229,organizational unit 65456,959.1190521,travel permit 1228,959.1190521,project 1230,959.1190521,UNKNOWN,declaration number 1232,1073.093364,travel permit number 1229,declaration 1231,budget 145133,budget 980,959.1190521,task 427,travel permit 1228,No
declaration 42070,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,19-05-2018 17:32,Variant 1,1,complete,EMPLOYEE,st_step 42082_0,Variant 1,1,Fluxicon Disco,travel permit number 42065,organizational unit 65460,674.0929596,travel permit 42064,674.0929596,project 2572,674.0929596,UNKNOWN,declaration number 42071,1963.987242,travel permit number 42065,declaration 42070,budget 146802,budget 994,674.0929596,task 427,travel permit 42064,No
declaration 42070,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-05-2018 17:47,Variant 1,1,complete,ADMINISTRATION,st_step 42081_0,Variant 1,1,Fluxicon Disco,travel permit number 42065,organizational unit 65460,674.0929596,travel permit 42064,674.0929596,project 2572,674.0929596,UNKNOWN,declaration number 42071,1963.987242,travel permit number 42065,declaration 42070,budget 146802,budget 994,674.0929596,task 427,travel permit 42064,No
declaration 1241,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,21-06-2018 16:30,Variant 1,1,complete,EMPLOYEE,st_step 1250_0,Variant 1,1,Fluxicon Disco,travel permit number 1240,organizational unit 65460,384.7698752,travel permit 1239,384.7698752,UNKNOWN,384.7698752,UNKNOWN,declaration number 1242,327.331207,travel permit number 1240,declaration 1241,budget 146669,budget 994,384.7698752,UNKNOWN,travel permit 1239,No
declaration 1241,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,21-06-2018 16:37,Variant 1,1,complete,ADMINISTRATION,st_step 1247_0,Variant 1,1,Fluxicon Disco,travel permit number 1240,organizational unit 65460,384.7698752,travel permit 1239,384.7698752,UNKNOWN,384.7698752,UNKNOWN,declaration number 1242,327.331207,travel permit number 1240,declaration 1241,budget 146669,budget 994,384.7698752,UNKNOWN,travel permit 1239,No
declaration 2578,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-07-2018 14:38,Variant 1,1,complete,EMPLOYEE,st_step 2592_0,Variant 1,1,Fluxicon Disco,travel permit number 2571,organizational unit 65460,1102.60928,travel permit 2570,1102.60928,project 2572,1102.60928,UNKNOWN,declaration number 2579,3960.707604,travel permit number 2571,declaration 2578,budget 146701,budget 994,1102.60928,task 427,travel permit 2570,No
declaration 2578,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-07-2018 15:23,Variant 1,1,complete,ADMINISTRATION,st_step 2594_0,Variant 1,1,Fluxicon Disco,travel permit number 2571,organizational unit 65460,1102.60928,travel permit 2570,1102.60928,project 2572,1102.60928,UNKNOWN,declaration number 2579,3960.707604,travel permit number 2571,declaration 2578,budget 146701,budget 994,1102.60928,task 427,travel permit 2570,No
declaration 4871,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,03-04-2018 13:57,Variant 1,1,complete,EMPLOYEE,st_step 4878_0,Variant 1,1,Fluxicon Disco,travel permit number 4869,organizational unit 65458,196.3397709,travel permit 4868,196.3397709,project 4870,196.3397709,UNKNOWN,declaration number 4872,194.5496194,travel permit number 4869,declaration 4871,budget 145648,budget 635,196.3397709,task 427,travel permit 4868,No
declaration 4871,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,03-04-2018 14:00,Variant 1,1,complete,ADMINISTRATION,st_step 4877_0,Variant 1,1,Fluxicon Disco,travel permit number 4869,organizational unit 65458,196.3397709,travel permit 4868,196.3397709,project 4870,196.3397709,UNKNOWN,declaration number 4872,194.5496194,travel permit number 4869,declaration 4871,budget 145648,budget 635,196.3397709,task 427,travel permit 4868,No
declaration 31709,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-02-2018 15:16,Variant 1,1,complete,EMPLOYEE,st_step 31716_0,Variant 1,1,Fluxicon Disco,travel permit number 31708,organizational unit 65461,549.0768567,travel permit 31707,549.0768567,UNKNOWN,549.0768567,UNKNOWN,declaration number 31710,540.6475084,travel permit number 31708,declaration 31709,budget 145648,budget 425,549.0768567,UNKNOWN,travel permit 31707,No
declaration 31709,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-02-2018 15:29,Variant 1,1,complete,ADMINISTRATION,st_step 31718_0,Variant 1,1,Fluxicon Disco,travel permit number 31708,organizational unit 65461,549.0768567,travel permit 31707,549.0768567,UNKNOWN,549.0768567,UNKNOWN,declaration number 31710,540.6475084,travel permit number 31708,declaration 31709,budget 145648,budget 425,549.0768567,UNKNOWN,travel permit 31707,No
declaration 55587,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,09-04-2018 14:48,Variant 1,1,complete,EMPLOYEE,st_step 55600_0,Variant 1,1,Fluxicon Disco,travel permit number 55580,organizational unit 65455,21.46101866,travel permit 55579,21.46101866,project 55581,21.46101866,UNKNOWN,declaration number 55588,1180.501063,travel permit number 55580,declaration 55587,budget 146812,budget 6198,21.46101866,task 427,travel permit 55579,No
declaration 55587,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,09-04-2018 15:05,Variant 1,1,complete,ADMINISTRATION,st_step 55599_0,Variant 1,1,Fluxicon Disco,travel permit number 55580,organizational unit 65455,21.46101866,travel permit 55579,21.46101866,project 55581,21.46101866,UNKNOWN,declaration number 55588,1180.501063,travel permit number 55580,declaration 55587,budget 146812,budget 6198,21.46101866,task 427,travel permit 55579,No
declaration 55603,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01-04-2018 08:55,Variant 1,1,complete,EMPLOYEE,st_step 55609_0,Variant 1,1,Fluxicon Disco,travel permit number 55602,organizational unit 65456,229.2063558,travel permit 55601,229.2063558,UNKNOWN,229.2063558,UNKNOWN,declaration number 55604,350.8476271,travel permit number 55602,declaration 55603,budget 145713,budget 829,229.2063558,UNKNOWN,travel permit 55601,No
declaration 55603,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,01-04-2018 09:38,Variant 1,1,complete,ADMINISTRATION,st_step 55608_0,Variant 1,1,Fluxicon Disco,travel permit number 55602,organizational unit 65456,229.2063558,travel permit 55601,229.2063558,UNKNOWN,229.2063558,UNKNOWN,declaration number 55604,350.8476271,travel permit number 55602,declaration 55603,budget 145713,budget 829,229.2063558,UNKNOWN,travel permit 55601,No
declaration 146328,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-01-2018 09:29,Variant 1,1,complete,EMPLOYEE,st_step 146334_0,Variant 1,1,Fluxicon Disco,travel permit number 146330,,644.3623335,travel permit 146331,644.3623335,,644.3623335,,declaration number 146329,,,declaration 146328,budget 145293,,644.3623335,,,No
declaration 146328,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-01-2018 12:59,Variant 1,1,complete,ADMINISTRATION,st_step 146332_0,Variant 1,1,Fluxicon Disco,travel permit number 146330,,644.3623335,travel permit 146331,644.3623335,,644.3623335,,declaration number 146329,,,declaration 146328,budget 145293,,644.3623335,,,No
declaration 7429,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-04-2018 10:18,Variant 1,1,complete,EMPLOYEE,st_step 7434_0,Variant 1,1,Fluxicon Disco,travel permit number 7427,organizational unit 65454,545.241176,travel permit 7426,545.241176,project 7428,545.241176,UNKNOWN,declaration number 7430,1407.840815,travel permit number 7427,declaration 7429,budget 146700,budget 592,545.241176,task 427,travel permit 7426,No
declaration 7429,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-04-2018 10:22,Variant 1,1,complete,ADMINISTRATION,st_step 7435_0,Variant 1,1,Fluxicon Disco,travel permit number 7427,organizational unit 65454,545.241176,travel permit 7426,545.241176,project 7428,545.241176,UNKNOWN,declaration number 7430,1407.840815,travel permit number 7427,declaration 7429,budget 146700,budget 592,545.241176,task 427,travel permit 7426,No
declaration 8144,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,10-04-2018 09:32,Variant 1,1,complete,EMPLOYEE,st_step 8159_0,Variant 1,1,Fluxicon Disco,travel permit number 8135,organizational unit 65455,1072.389084,travel permit 8134,1072.389084,project 8136,1072.389084,UNKNOWN,declaration number 8145,2432.481929,travel permit number 8135,declaration 8144,budget 146812,budget 6198,1072.389084,task 427,travel permit 8134,No
declaration 8144,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,10-04-2018 16:08,Variant 1,1,complete,ADMINISTRATION,st_step 8158_0,Variant 1,1,Fluxicon Disco,travel permit number 8135,organizational unit 65455,1072.389084,travel permit 8134,1072.389084,project 8136,1072.389084,UNKNOWN,declaration number 8145,2432.481929,travel permit number 8135,declaration 8144,budget 146812,budget 6198,1072.389084,task 427,travel permit 8134,No
declaration 145315,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-01-2018 10:06,Variant 1,1,complete,EMPLOYEE,st_step 145320_0,Variant 1,1,Fluxicon Disco,travel permit number 145317,,105.891913,travel permit 145318,105.891913,,105.891913,,declaration number 145316,,,declaration 145315,budget 143851,,105.891913,,,No
declaration 145315,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-01-2018 10:20,Variant 1,1,complete,ADMINISTRATION,st_step 145319_0,Variant 1,1,Fluxicon Disco,travel permit number 145317,,105.891913,travel permit 145318,105.891913,,105.891913,,declaration number 145316,,,declaration 145315,budget 143851,,105.891913,,,No
declaration 1900,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-03-2018 16:43,Variant 1,1,complete,EMPLOYEE,st_step 1907_0,Variant 1,1,Fluxicon Disco,travel permit number 1897,organizational unit 65464,635.7662115,travel permit 1896,635.7662115,UNKNOWN,635.7662115,activity 1899,declaration number 1901,683.8405821,travel permit number 1897,declaration 1900,budget 145758,budget 1898,635.7662115,UNKNOWN,travel permit 1896,No
declaration 1900,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-03-2018 16:52,Variant 1,1,complete,ADMINISTRATION,st_step 1905_0,Variant 1,1,Fluxicon Disco,travel permit number 1897,organizational unit 65464,635.7662115,travel permit 1896,635.7662115,UNKNOWN,635.7662115,activity 1899,declaration number 1901,683.8405821,travel permit number 1897,declaration 1900,budget 145758,budget 1898,635.7662115,UNKNOWN,travel permit 1896,No
declaration 1912,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-02-2018 15:29,Variant 1,1,complete,EMPLOYEE,st_step 1917_0,Variant 1,1,Fluxicon Disco,travel permit number 1909,organizational unit 65459,163.5256426,travel permit 1908,163.5256426,project 1911,163.5256426,UNKNOWN,declaration number 1913,176.3116543,travel permit number 1909,declaration 1912,budget 145415,budget 1910,163.5256426,task 427,travel permit 1908,No
declaration 1912,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-02-2018 15:30,Variant 1,1,complete,ADMINISTRATION,st_step 1918_0,Variant 1,1,Fluxicon Disco,travel permit number 1909,organizational unit 65459,163.5256426,travel permit 1908,163.5256426,project 1911,163.5256426,UNKNOWN,declaration number 1913,176.3116543,travel permit number 1909,declaration 1912,budget 145415,budget 1910,163.5256426,task 427,travel permit 1908,No
declaration 31336,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-02-2018 09:26,Variant 1,1,complete,EMPLOYEE,st_step 31343_0,Variant 1,1,Fluxicon Disco,travel permit number 31335,organizational unit 65456,1259.355065,travel permit 31334,1259.355065,project 1253,1259.355065,UNKNOWN,declaration number 31337,741.1992005,travel permit number 31335,declaration 31336,budget 145415,budget 522,1259.355065,task 427,travel permit 31334,No
declaration 31336,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,05-02-2018 09:39,Variant 1,1,complete,ADMINISTRATION,st_step 31345_0,Variant 1,1,Fluxicon Disco,travel permit number 31335,organizational unit 65456,1259.355065,travel permit 31334,1259.355065,project 1253,1259.355065,UNKNOWN,declaration number 31337,741.1992005,travel permit number 31335,declaration 31336,budget 145415,budget 522,1259.355065,task 427,travel permit 31334,No
declaration 1276,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,09-03-2018 14:27,Variant 1,1,complete,EMPLOYEE,st_step 1282_0,Variant 1,1,Fluxicon Disco,travel permit number 1274,organizational unit 65467,43.90778447,travel permit 1273,43.90778447,UNKNOWN,43.90778447,UNKNOWN,declaration number 1277,71.20387833,travel permit number 1274,declaration 1276,budget 145609,budget 1275,43.90778447,UNKNOWN,travel permit 1273,No
declaration 1276,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,09-03-2018 14:36,Variant 1,1,complete,ADMINISTRATION,st_step 1281_0,Variant 1,1,Fluxicon Disco,travel permit number 1274,organizational unit 65467,43.90778447,travel permit 1273,43.90778447,UNKNOWN,43.90778447,UNKNOWN,declaration number 1277,71.20387833,travel permit number 1274,declaration 1276,budget 145609,budget 1275,43.90778447,UNKNOWN,travel permit 1273,No
declaration 42090,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,19-03-2018 16:48,Variant 1,1,complete,EMPLOYEE,st_step 42106_0,Variant 1,1,Fluxicon Disco,travel permit number 42085,organizational unit 65459,3473.186221,travel permit 42084,3473.186221,project 13096,3473.186221,UNKNOWN,declaration number 42091,4346.409454,travel permit number 42085,declaration 42090,budget 145776,budget 761,3473.186221,task 427,travel permit 42084,No
declaration 42090,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-03-2018 17:50,Variant 1,1,complete,ADMINISTRATION,st_step 42109_0,Variant 1,1,Fluxicon Disco,travel permit number 42085,organizational unit 65459,3473.186221,travel permit 42084,3473.186221,project 13096,3473.186221,UNKNOWN,declaration number 42091,4346.409454,travel permit number 42085,declaration 42090,budget 145776,budget 761,3473.186221,task 427,travel permit 42084,No
declaration 1942,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07-02-2018 17:14,Variant 1,1,complete,EMPLOYEE,st_step 1952_0,Variant 1,1,Fluxicon Disco,travel permit number 1938,organizational unit 65459,118.3579411,travel permit 1937,118.3579411,UNKNOWN,118.3579411,UNKNOWN,declaration number 1943,4975.913701,travel permit number 1938,declaration 1942,budget 145039,budget 1939,118.3579411,UNKNOWN,travel permit 1937,No
declaration 1942,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-02-2018 17:30,Variant 1,1,complete,ADMINISTRATION,st_step 1951_0,Variant 1,1,Fluxicon Disco,travel permit number 1938,organizational unit 65459,118.3579411,travel permit 1937,118.3579411,UNKNOWN,118.3579411,UNKNOWN,declaration number 1943,4975.913701,travel permit number 1938,declaration 1942,budget 145039,budget 1939,118.3579411,UNKNOWN,travel permit 1937,No
declaration 1940,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-05-2018 10:53,Variant 1,1,complete,EMPLOYEE,st_step 1950_0,Variant 1,1,Fluxicon Disco,travel permit number 1938,organizational unit 65459,139.692849,travel permit 1937,139.692849,UNKNOWN,139.692849,UNKNOWN,declaration number 1941,4975.913701,travel permit number 1938,declaration 1940,budget 145039,budget 1939,139.692849,UNKNOWN,travel permit 1937,No
declaration 1940,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-05-2018 10:58,Variant 1,1,complete,ADMINISTRATION,st_step 1948_0,Variant 1,1,Fluxicon Disco,travel permit number 1938,organizational unit 65459,139.692849,travel permit 1937,139.692849,UNKNOWN,139.692849,UNKNOWN,declaration number 1941,4975.913701,travel permit number 1938,declaration 1940,budget 145039,budget 1939,139.692849,UNKNOWN,travel permit 1937,No
declaration 1958,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-03-2018 14:53,Variant 1,1,complete,EMPLOYEE,st_step 1964_0,Variant 1,1,Fluxicon Disco,travel permit number 1955,organizational unit 65455,1911.181159,travel permit 1954,1911.181159,project 1957,1911.181159,UNKNOWN,declaration number 1959,1427.865527,travel permit number 1955,declaration 1958,budget 145843,budget 1956,1911.181159,task 427,travel permit 1954,No
declaration 1958,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-04-2018 14:11,Variant 1,1,complete,ADMINISTRATION,st_step 1965_0,Variant 1,1,Fluxicon Disco,travel permit number 1955,organizational unit 65455,1911.181159,travel permit 1954,1911.181159,project 1957,1911.181159,UNKNOWN,declaration number 1959,1427.865527,travel permit number 1955,declaration 1958,budget 145843,budget 1956,1911.181159,task 427,travel permit 1954,No
declaration 146572,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-01-2018 16:55,Variant 1,1,complete,EMPLOYEE,st_step 146578_0,Variant 1,1,Fluxicon Disco,travel permit number 146574,,64.22238285,travel permit 146575,64.22238285,,64.22238285,,declaration number 146573,,,declaration 146572,budget 144155,,64.22238285,,,No
declaration 146572,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-02-2018 09:52,Variant 1,1,complete,ADMINISTRATION,st_step 146576_0,Variant 1,1,Fluxicon Disco,travel permit number 146574,,64.22238285,travel permit 146575,64.22238285,,64.22238285,,declaration number 146573,,,declaration 146572,budget 144155,,64.22238285,,,No
declaration 145324,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-01-2018 19:36,Variant 1,1,complete,EMPLOYEE,st_step 145330_0,Variant 1,1,Fluxicon Disco,travel permit number 145326,,19.84197217,travel permit 145327,19.84197217,,19.84197217,,declaration number 145325,,,declaration 145324,budget 144195,,19.84197217,,,No
declaration 145324,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-01-2018 19:39,Variant 1,1,complete,ADMINISTRATION,st_step 145328_0,Variant 1,1,Fluxicon Disco,travel permit number 145326,,19.84197217,travel permit 145327,19.84197217,,19.84197217,,declaration number 145325,,,declaration 145324,budget 144195,,19.84197217,,,No
declaration 42116,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-06-2018 23:16,Variant 1,1,complete,EMPLOYEE,st_step 42129_0,Variant 1,1,Fluxicon Disco,travel permit number 42111,organizational unit 65456,475.3819681,travel permit 42110,475.3819681,project 523,475.3819681,UNKNOWN,declaration number 42117,3597.229214,travel permit number 42111,declaration 42116,budget 146784,budget 522,475.3819681,task 427,travel permit 42110,No
declaration 42116,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-06-2018 23:18,Variant 1,1,complete,ADMINISTRATION,st_step 42130_0,Variant 1,1,Fluxicon Disco,travel permit number 42111,organizational unit 65456,475.3819681,travel permit 42110,475.3819681,project 523,475.3819681,UNKNOWN,declaration number 42117,3597.229214,travel permit number 42111,declaration 42116,budget 146784,budget 522,475.3819681,task 427,travel permit 42110,No
declaration 145610,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30-01-2018 09:43,Variant 1,1,complete,EMPLOYEE,st_step 145615_0,Variant 1,1,Fluxicon Disco,travel permit number 145612,,163.3779617,travel permit 145613,163.3779617,,163.3779617,,declaration number 145611,,,declaration 145610,budget 145465,,163.3779617,,,No
declaration 145610,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,30-01-2018 10:53,Variant 1,1,complete,ADMINISTRATION,st_step 145614_0,Variant 1,1,Fluxicon Disco,travel permit number 145612,,163.3779617,travel permit 145613,163.3779617,,163.3779617,,declaration number 145611,,,declaration 145610,budget 145465,,163.3779617,,,No
